"Class","Family","File","Line","Priority","Details","Snippet"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","1338","-","literal-only SQL (no interpolation): SELECT UserNum, UserType, PremiumDate, ChaRemain,  | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate """
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","1413","-","numeric-only dynamic SQL (not injectable): Exec sp_Extreme %d | exec:Y;esc:N","_snprintf( szTemp, 256, ""Exec sp_Extreme %d"", nUserNum );"
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","1485","-","literal-only SQL (no interpolation): SELECT UserNum, UserType, PremiumDate, ChaRemain,  | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT UserNum, UserType, PremiumDate, ChaRemain, """
"FALSE_POSITIVE","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","1566","-","numeric-only dynamic SQL (not injectable): Exec sp_Extreme %d | exec:Y;esc:N","_snprintf( szTemp, 256, ""Exec sp_Extreme %d"", nUserNum );"
"PARAMETERIZED","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","1630","-","placeholder stmt: {call Thai_GetGameTime(%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call Thai_GetGameTime(%d,?)}"", nUserNum );"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","23","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserID, LastLoginDate "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","24","-","commented-out / in /* */ block","//strTemp << ""FROM UserInfo WITH (NOLOCK) WHERE UserID = '"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","105","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate, UserThaiFlag FROM UserInfo"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","189","-","commented-out / in /* */ block","//strTemp1 << ""Exec sp_Extreme "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","271","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate FROM UserInfo WHERE UserID="
"DEAD","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","303","-","commented-out / in /* */ block","_snprintf( szTemp, 256, ""SELECT UserNum, UserType, PremiumDate, ChaRemain, """
"DEAD","comment-text","Lib_Network\s_COdbcUserGetUserInfo.cpp","304","-","commented-out / in /* */ block","""ChaTestRemain, ChatBlockDate FROM UserInfo WHERE UserID='%s'"","
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","474","-","commented-out / in /* */ block","//strTemp1 << ""Exec sp_Extreme "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","596","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate FROM DaumUserInfo WHERE Use"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","679","-","commented-out / in /* */ block","//strTemp1 << ""Exec sp_Extreme "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","740","-","commented-out / in /* */ block","//strTemp2 << ""SELECT CheckFlag FROM "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","741","-","commented-out / in /* */ block","//strTemp2 << ""DaumUserInfo WHERE UserUID='"" << szUID << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","813","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","814","-","commented-out / in /* */ block","//strTemp << ""FROM GspUserInfo WHERE UserID='"" << szUserID << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","903","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","904","-","commented-out / in /* */ block","//strTemp << ""FROM TerraUserInfo WHERE TLoginName='"" << szTLoginName << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1053","-","commented-out / in /* */ block","//strTemp1 << ""Exec sp_Extreme "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1114","-","commented-out / in /* */ block","//strTemp1 << ""SELECT CheckFlag FROM "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1115","-","commented-out / in /* */ block","//strTemp1 << ""TerraUserInfo WHERE TLoginName='"" << szTLoginName << ""'"";"
"DEAD","printf","Lib_Network\s_COdbcUserGetUserInfo.cpp","1118","-","commented-out / in /* */ block","_snprintf( szTemp, 256, ""SELECT CheckFlag FROM """
"DEAD","comment-text","Lib_Network\s_COdbcUserGetUserInfo.cpp","1119","-","commented-out / in /* */ block","""TerraUserInfo WHERE TLoginName='%s'"","
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1190","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1191","-","commented-out / in /* */ block","//strTemp << ""FROM ExciteUserInfo WHERE UserID='"" << szUserID << ""'"";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1481","-","commented-out / in /* */ block","//strTemp << ""SELECT UserNum, UserType, PremiumDate, ChaRemain, ChaTestRemain, ChatBlockDate FROM UserInfo WHERE UserID="
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1562","-","commented-out / in /* */ block","//strTemp1 << ""Exec sp_Extreme "";"
"DEAD","concat/stream","Lib_Network\s_COdbcUserGetUserInfo.cpp","1625","-","commented-out / in /* */ block","//strTemp << ""{call Thai_GetGameTime("";"
"ESCAPED","printf","Lib_Network\s_COdbcUserRegister.cpp","33","MEDIUM","{call user_register('%s','%s','%s','%s','%s', %d,  | exec:Y;esc:Y | interp:%s-family","_snprintf( szTemp, 1024, ""{call user_register('%s','%s','%s','%s','%s', %d, %d,?)}"","
"VULNERABLE","printf","Lib_Network\s_OdbcGameVehicle.cpp","32","HIGH","{call sp_InsertVehicle('%s',%d,%d,%d,%d,?)} | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""{call sp_InsertVehicle('%s',%d,%d,%d,%d,?)}"","
"PARAMETERIZED","printf","Lib_Network\s_OdbcGameVehicle.cpp","58","-","placeholder stmt: {call sp_UpdateVehicleBooster(%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdateVehicleBooster(%d,%d,%d,?)}"", nVehicleNum, nCharNum, bBooster );"
"PARAMETERIZED","printf","Lib_Network\s_OdbcGameVehicle.cpp","82","-","placeholder stmt: {call sp_UpdateVehicleBattery(%d,%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_UpdateVehicleBattery(%d,%d,%d,?)}"", nVehicleNum, nCharNum, nVehicleBttery );"
"PARAMETERIZED","printf","Lib_Network\s_OdbcGameVehicle.cpp","92","-","placeholder stmt: {call sp_GetVehicleBattery(%d,%d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_GetVehicleBattery(%d,%d,?)}"", nVehicleNum, nCharNum );"
"PARAMETERIZED","printf","Lib_Network\s_OdbcGameVehicle.cpp","112","-","placeholder stmt: {call sp_DeleteVehicle(%d, %d,?)} | exec:Y;esc:N","_snprintf( szTemp, 128, ""{call sp_DeleteVehicle(%d, %d,?)}"", nVehicle, nCharNum );"
"FALSE_POSITIVE","printf","Lib_Network\s_OdbcGameVehicle.cpp","139","-","numeric-only dynamic SQL (not injectable): Exec sp_SelectVehicle %d,%d | exec:Y;esc:N","_snprintf( szTemp, 256, ""Exec sp_SelectVehicle %d,%d"", nVehicleNum, nCharNum );"
"PARAMETERIZED","concat/stream","Lib_Network\s_OdbcGameVehicle.cpp","278","-","placeholder stmt: UPDATE VehicleInfo SET VehicleInfo.VehiclePutOnIte | exec:N;esc:N","strnVehicleInven << _T(""UPDATE VehicleInfo SET VehicleInfo.VehiclePutOnItems=?"");"
"FALSE_POSITIVE","concat/stream","Lib_Network\s_OdbcGameVehicle.cpp","279","-","literal-only SQL (no interpolation):  WHERE (VehicleNum= | exec:N;esc:N","strnVehicleInven <<"" WHERE (VehicleNum="" <<  nVehicle << "") And( VehicleChaNum=""<< nCharNum << "")"";"
"PARAMETERIZED","concat/stream","Lib_Network\s_OdbcGameVehicle.cpp","334","-","placeholder stmt: UPDATE VehicleInfo SET VehicleInfo.VehicleColor=? | exec:N;esc:N","strnVehicleColor << _T(""UPDATE VehicleInfo SET VehicleInfo.VehicleColor=?"");"
"FALSE_POSITIVE","concat/stream","Lib_Network\s_OdbcGameVehicle.cpp","335","-","literal-only SQL (no interpolation):  WHERE (VehicleNum= | exec:N;esc:N","strnVehicleColor <<"" WHERE (VehicleNum="" <<  nVehicle << "") And( VehicleChaNum=""<< nCharNum << "")"";"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","33","-","numeric-only dynamic SQL (not injectable): SELECT ChaNum, ChaName, ChaClass, ChaSchool, ChaLe | exec:Y;esc:N","_snprintf( szTemp, 1024, ""SELECT ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaDeleted FROM ChaInfo WITH (NOLOCK) W"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","194","-","numeric-only dynamic SQL (not injectable): SELECT UserNum, ChaNum, ChaName, ChaClass, ChaScho | exec:N;esc:N","_snprintf( szTemp, 1024, ""SELECT UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted FROM Cha"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","198","-","numeric-only dynamic SQL (not injectable): SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass,  | exec:N;esc:N","_snprintf( szTemp, 1024, ""SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted F"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","217","-","numeric-only dynamic SQL (not injectable): SELECT UserNum, ChaNum, ChaName, ChaClass, ChaScho | exec:N;esc:N","_snprintf( szTemp, 1024, ""SELECT UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted FROM Cha"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","220","-","numeric-only dynamic SQL (not injectable): SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass,  | exec:N;esc:N","_snprintf( szTemp, 1024, ""SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted F"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcChar.cpp","240","MEDIUM(no-exec-in-window)","SELECT UserNum, ChaNum, ChaName, ChaClass, ChaScho | exec:N;esc:N | interp:%s-family","_snprintf( szTemp, 1024, ""SELECT UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted FROM Cha"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcChar.cpp","244","MEDIUM(no-exec-in-window)","SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass,  | exec:N;esc:N | interp:%s-family","_snprintf( szTemp, 1024, ""SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted F"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","261","-","literal-only SQL (no interpolation): SELECT UserNum, ChaNum, ChaName, ChaClass, ChaScho | exec:Y;esc:N","_snprintf( szTemp, 1024, ""SELECT UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted FROM Cha"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","264","-","numeric-only dynamic SQL (not injectable): SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass,  | exec:Y;esc:N","_snprintf( szTemp, 1024, ""SELECT TOP %d UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted F"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","274","-","literal-only SQL (no interpolation): SELECT UserNum, ChaNum, ChaName, ChaClass, ChaScho | exec:Y;esc:N","_snprintf( szTemp, 1024, ""SELECT UserNum, ChaNum, ChaName, ChaClass, ChaSchool, ChaLevel, ChaOnline, ChaDeleted FROM Cha"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","288","-","numeric-only dynamic SQL (not injectable): SELECT ChaOnline FROM ChaInfo WITH (NOLOCK) WHERE  | exec:Y;esc:N","_snprintf( szTemp, 1024, ""SELECT ChaOnline FROM ChaInfo WITH (NOLOCK) WHERE ChaNum = %d "",  nCHANUM );"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","342","-","numeric-only dynamic SQL (not injectable): UPDATE ChaInfo SET ChaDeleted = %d WHERE ChaNum= % | exec:Y;esc:N","_snprintf( szTemp, 512, ""UPDATE ChaInfo SET ChaDeleted = %d WHERE ChaNum= %u"", bDeleted, nCHANUM );"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcChar.cpp","359","-","numeric-only dynamic SQL (not injectable): UPDATE ChaInfo SET ChaOnline = %d WHERE ChaNum= %u | exec:Y;esc:N","_snprintf( szTemp, 512, ""UPDATE ChaInfo SET ChaOnline = %d WHERE ChaNum= %u"", bOnline, nCHANUM );"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcChar.cpp","379","HIGH","SELECT ChaNum FROM ChaInfo WITH (NOLOCK) WHERE Cha | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 1024, ""SELECT ChaNum FROM ChaInfo WITH (NOLOCK) WHERE ChaName = '%s' "",  strCHANAME.c_str() );"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","42","-","literal-only SQL (no interpolation): INSERT INTO ChaInfo(UserNum, SGNum, ChaName, ChaTr | exec:N;esc:N","_snprintf( szTemp, 2048, ""INSERT INTO ChaInfo(UserNum, SGNum, ChaName, ChaTribe, ChaClass, """
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","207","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaSkills=? WHERE (ChaN | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaSkills=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","218","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaSkillSlot=? WHERE (C | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaSkillSlot=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","229","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaActionSlot=? WHERE ( | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaActionSlot=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","240","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaPutOnItems=? WHERE ( | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaPutOnItems=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","252","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaInven=? WHERE (ChaNu | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaInven=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","263","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaQuest=? WHERE (ChaNu | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaQuest=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","274","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaCoolTime=? WHERE (Ch | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaCoolTime=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","285","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaItemFood=? WHERE (Ch | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaItemFood=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","296","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaActivity=? WHERE (Ch | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaActivity=? WHERE (ChaNum=%d)"", nChaNewNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharCopy.cpp","307","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaCodex=? WHERE (ChaNu | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaCodex=? WHERE (ChaNum=%d)"", nChaNewNum );"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","57","-","numeric-only dynamic SQL (not injectable): UPDATE ChaInfo SET ChaBright=%d, ChaLevel=%u, ChaM | exec:N;esc:Y","_snprintf( szTemp, 1024, ""UPDATE ChaInfo SET ChaBright=%d, ChaLevel=%u, ChaMoney=%I64d, """
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","142","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaSkills=? WHERE (ChaN | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaSkills=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","154","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaSkillSlot=? WHERE (C | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaSkillSlot=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","166","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaActionSlot=? WHERE ( | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaActionSlot=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","178","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaPutOnItems=? WHERE ( | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaPutOnItems=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","191","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaInven=? WHERE (ChaNu | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaInven=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","203","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaQuest=? WHERE (ChaNu | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaQuest=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","215","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaCoolTime=? WHERE (Ch | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaCoolTime=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","227","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaItemFood=? WHERE (Ch | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaItemFood=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","238","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaActivity=? WHERE (Ch | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaActivity=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharSave.cpp","249","-","placeholder stmt: UPDATE ChaInfo SET ChaInfo.ChaCodex=? WHERE (ChaNu | exec:N;esc:N","_snprintf( szTemp, 128, ""UPDATE ChaInfo SET ChaInfo.ChaCodex=? WHERE (ChaNum=%u)"", dwChaNum );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharUserInven.cpp","29","-","placeholder stmt: {call GetInvenCount(%u,?)} | exec:Y;esc:N","_snprintf( szCheck, 128, ""{call GetInvenCount(%u,?)}"", pCharData2->GetUserID() );"
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharUserInven.cpp","32","-","placeholder stmt: {call MakeUserInven(%d,%u,?)} | exec:Y;esc:N","_snprintf( szInsert, 128, ""{call MakeUserInven(%d,%u,?)}"", 0, pCharData2->GetUserID() );"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcCharUserInven.cpp","68","-","numeric-only dynamic SQL (not injectable): SELECT UserMoney, ChaStorage2, ChaStorage3, ChaSto | exec:Y;esc:N","_snprintf( szTemp, 1024, ""SELECT UserMoney, ChaStorage2, ChaStorage3, ChaStorage4 FROM UserInven WHERE UserNum=%u"", pCha"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcCharUserInven.cpp","153","-","numeric-only dynamic SQL (not injectable): SELECT UserInven.UserInven FROM UserInven WHERE Us | exec:Y;esc:N","_snprintf( szTemp, 256, ""SELECT UserInven.UserInven FROM UserInven WHERE UserNum=%u"", dwUserNum );"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcCharUserInven.cpp","210","-","literal-only SQL (no interpolation): Update UserInven Set  | exec:Y;esc:N","_snprintf( szTemp, 1024, ""Update UserInven Set """
"PARAMETERIZED","printf","GMTool\Logic\GMToolOdbcCharUserInven.cpp","244","-","placeholder stmt: UPDATE UserInven SET UserInven = ? WHERE UserNum=% | exec:N;esc:N","_snprintf( szTemp, 256, ""UPDATE UserInven SET UserInven = ? WHERE UserNum=%u"", dwUserNum );"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcCharUserInven.cpp","260","-","bound-parameter mechanism","sReturn = ::SQLBindParameter(pConn->hStmt,"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcConn.cpp","228","-","bound-parameter mechanism","sReturn = ::SQLBindParameter( pConn->hStmt, 1, SQL_PARAM_OUTPUT, SQL_C_SLONG, SQL_INTEGER, 0, 0, &nOutput, 0, &nLenBuffe"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcConn.cpp","232","-","bound-parameter mechanism","GMTOOL_LOGS::LogSqlError( ""ERROR:SQLBindParameter"" );"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcConn.cpp","311","-","bound-parameter mechanism","sReturn = ::SQLBindParameter( pConn->hStmt, 1, SQL_PARAM_OUTPUT, SQL_C_SLONG, SQL_INTEGER, 0, 0, &nOutput, 0, &nLenBuffe"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcConn.cpp","315","-","bound-parameter mechanism","GMTOOL_LOGS::LogSqlError( ""ERROR:SQLBindParameter"" );"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcConn.cpp","347","HIGH","SELECT %s FROM ChaInfo where (ChaNum=%d) | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""SELECT %s FROM ChaInfo where (ChaNum=%d)"", objName, nChaNum );"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcConn.cpp","468","-","bound-parameter mechanism","sReturn = ::SQLBindParameter(pConn->hStmt, 1, SQL_PARAM_INPUT, SQL_C_BINARY, SQL_LONGVARBINARY, nSize, 0, (SQLPOINTER) 2"
"PARAMETERIZED","SQLBindParameter","GMTool\Logic\GMToolOdbcConn.cpp","519","-","bound-parameter mechanism","sReturn = ::SQLBindParameter(pConn->hStmt, 1, SQL_PARAM_INPUT,SQL_C_BINARY, SQL_LONGVARBINARY, nSize, 0, (SQLPOINTER) 2,"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcConn.cpp","586","HIGH","SELECT %s FROM PetInfo where (PetNum=%d And PetCha | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""SELECT %s FROM PetInfo where (PetNum=%d And PetChaNum=%d)"", objName, nPetNum, nChaNum );"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcConn.cpp","645","HIGH","SELECT %s FROM VehicleInfo where (VehicleNum=%d) A | exec:Y;esc:N | interp:%s-family","_snprintf( szTemp, 128, ""SELECT %s FROM VehicleInfo where (VehicleNum=%d) And (VehicleChaNum=%d)"", objName, nVehicleNum,"
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcEquipmentLock.cpp","112","-","numeric-only dynamic SQL (not injectable): SELECT Num, ChaNum, ChaName, ChaEPass, Date FROM C | exec:N;esc:N","_snprintf( szTemp, 1024, ""SELECT Num, ChaNum, ChaName, ChaEPass, Date FROM ChaEquipmentPass WITH (NOLOCK) WHERE ChaNum ="
"FALSE_POSITIVE","printf","GMTool\Logic\GMToolOdbcEquipmentLock.cpp","115","-","numeric-only dynamic SQL (not injectable): SELECT TOP %d Num, ChaNum, ChaName, ChaEPass, Date | exec:N;esc:N","_snprintf( szTemp, 1024, ""SELECT TOP %d Num, ChaNum, ChaName, ChaEPass, Date FROM ChaEquipmentPass WITH (NOLOCK) WHERE C"
"VULNERABLE","printf","GMTool\Logic\GMToolOdbcEquipmentLock.cpp","135","MEDIUM(no-exec-in-window)","SELECT Num, ChaNum, ChaName, ChaEPass, Date FROM C | exec:N;esc:N | interp:%s-family","_snprintf( szTemp, 1024, ""SELECT Num, ChaNum, ChaName, ChaEPass, Date FROM ChaEquipmentPass WITH (NOLOCK) WHERE ChaName "
